iter	RMSE
292	162.4869375
293	162.3018792
294	162.068513
295	161.9776275
296	161.8034552
297	161.6926005
298	161.5352988
299	161.3327095
300	161.1971785
301	161.1450972
302	160.8820177
303	160.7155409
304	160.5102457
305	160.4280291
306	160.0578264
307	159.8780082
308	159.7328394
309	159.5012098
310	159.2490501
311	159.0196166
312	158.8448854
313	158.4301001
314	158.1852999
315	157.9904823
316	157.8604764
317	157.7232259
318	157.6249769
319	157.522235
320	157.3395543
321	157.1641388
322	157.0717725
323	156.9772489
324	156.6354018
325	156.4549253
326	156.2679742
327	155.9406712
328	155.6839142
329	155.3820915
330	155.2889257
331	155.1382744
332	154.8703695
333	154.7329263
334	154.5806336
335	154.4481528
336	154.1826272
337	154.0640963
338	153.8990064
339	153.7004938
340	153.5788722
341	153.250585
342	153.1278469
343	153.0627516
344	152.919573
345	152.7963207
346	152.7044197
347	152.6021016
348	152.2695777
349	152.1290785
350	151.9919753
351	151.773607
352	151.6237737
353	151.3716517
354	151.3047386
355	151.2256816
356	150.9706442
357	150.8615977
358	150.6748037
359	150.5857274
360	150.4509613
361	150.3025394
362	150.0088117
363	149.9338988
364	149.7788115
365	149.6499985
366	149.4522562
367	149.3626836
368	149.002275
369	148.8592703
370	148.7601486
371	148.5767259
372	148.4781061
373	148.4076986
374	148.0391789
375	147.8490703
376	147.7555942
377	147.5525002
378	147.4729705
379	147.2280832
380	147.1277417
381	146.957956
382	146.8072655
383	146.62962
384	146.5638561
385	146.5037205
386	146.2761364
387	146.1817528
388	146.1098673
389	145.9541862
390	145.7449057
391	145.4802715
392	145.3495833
393	145.2269889
394	145.1283397
395	145.0105718
396	144.940053
397	144.796909
398	144.6093972
399	144.4910115
400	144.3519829
401	144.2105843
402	144.0186967
403	143.8961871
404	143.792682
405	143.6592213
406	143.5674781
407	143.4747257
408	143.2898227
409	143.2076643
410	143.0761993
411	142.8709537
412	142.6559731
413	142.4377473
414	142.2893973
415	142.238332
416	142.1838269
417	141.8724206
418	141.7605916
419	141.6910042
420	141.5424805
421	141.3061856
422	141.1251596
423	140.9785612
424	140.8065318
425	140.5962067
426	140.4258399
427	140.3244762
428	140.1867759
429	140.0963
430	139.9943351
431	139.9549517
432	139.7500554
433	139.4702582
434	139.4264331
435	139.2435322
436	139.0418477
437	138.8432405
438	138.6913026
439	138.5869934
440	138.4774761
441	138.3228897
442	138.2644493
443	138.2000806
444	138.1018198
445	138.0236717
446	137.8274296
447	137.7538254
448	137.6175854
449	137.4991
450	137.3743825
451	137.2789713
452	137.1792325
453	136.9154873
454	136.7646189
455	136.6810043
456	136.5532094
457	136.4439266
458	136.2961123
459	136.2071743
460	136.1352286
461	136.0786684
462	135.8858118
463	135.8005281
464	135.7202099
465	135.6378455
466	135.4959099
467	135.3490596
468	135.2960204
469	135.1196464
470	135.049329
471	135.0148725
472	134.7889438
473	134.720753
474	134.5583675
475	134.4296016
476	134.2917809
477	134.2076353
478	134.1545193
479	134.0188044
480	133.8901516
481	133.7409006
482	133.6389259
483	133.5111155
484	133.4005958
485	133.2615187
486	133.231683
487	133.1050244
488	133.0286839
489	132.9627752
490	132.7294055
491	132.6732879
492	132.4525661
493	132.2850316
494	132.1628124
495	132.0816493
496	131.9475923
497	131.7733988
498	131.7212369
499	131.6297778
500	131.506878
501	131.4573825
502	131.3979101
503	131.2956191
504	131.0872566
505	130.9272149
506	130.8548275
507	130.7415637
508	130.5610032
509	130.3511117
510	130.1986335
511	130.1024545
512	130.0414681
513	129.9518631
514	129.8675054
515	129.7542222
516	129.647999
517	129.4929691
518	129.3530138
519	129.2574882
520	129.119447
521	129.0354566
522	128.9526155
523	128.8158578
524	128.7675483
525	128.7026689
526	128.6247607
527	128.5677928
528	128.4182359
529	128.386964
530	128.2665327
531	128.1173833
532	127.9783947
533	127.8841484
534	127.8491254
535	127.7638443
536	127.5439483
537	127.4280343
538	127.3002087
539	127.1955167
540	127.1190469
541	127.0562422
542	126.923174
543	126.8762818
544	126.6379497
545	126.5726036
546	126.5108358
547	126.3277412
548	126.3005999
549	126.109012
550	126.0505444
551	125.9146046
552	125.7735063
553	125.7283732
554	125.6879342
555	125.5570217
556	125.4600654
557	125.3278662
558	125.1991314
559	125.0271294
560	124.9448088
561	124.7321135
562	124.6491953
563	124.5203415
564	124.4669947
565	124.4075932
566	124.3304679
567	124.2359873
568	124.0836109
569	124.0357133
570	124.015895
571	123.8882029
572	123.7964595
573	123.6001441
574	123.503664
575	123.4124557
576	123.2269192
577	123.112521
578	123.0377758
579	122.9281154
580	122.8560251
581	122.7883305
582	122.6549534
583	122.5411814
584	122.4401205
585	122.3276697
586	122.212362
587	122.1266661
588	122.0678453
589	121.9526761
590	121.8833965
591	121.816713
592	121.723188
593	121.6913053
594	121.6503724
595	121.5492882
596	121.4467617
597	121.3626252
598	121.3181723
599	121.1871082
600	121.0832018
601	120.9804386
602	120.8691569
603	120.8053759
604	120.7198949
605	120.6571257
606	120.591689
607	120.4960731
608	120.2918131
609	120.1735798
610	120.0739954
611	119.9859084
612	119.8949525
613	119.8054594
614	119.7786416
615	119.7105742
616	119.525797
617	119.4739627
618	119.3542569
619	119.2923679
620	119.196415
621	119.142227
622	119.0441081
623	118.9450145
624	118.8670311
625	118.8241239
626	118.6666015
627	118.5608093
628	118.4413821
629	118.3617042
630	118.2032396
631	118.1556428
632	117.9669261
633	117.9142798
634	117.8611169
635	117.7791373
636	117.6462087
637	117.5721909
638	117.4525101
639	117.3585272
640	117.2455362
641	117.1568847
642	117.0680616
643	116.9925157
644	116.9437427
645	116.8608391
646	116.8314978
647	116.7624641
648	116.6953861
649	116.6010014
650	116.5531096
651	116.3830899
652	116.3021749
653	116.2125449
654	116.16519
655	116.0314079
656	115.9641502
657	115.876881
658	115.8571131
659	115.7731558
660	115.6382592
661	115.5979429
662	115.5211795
663	115.4766727
664	115.4256134
665	115.3587338
666	115.2831211
667	115.1571305
668	115.1152724
669	115.085683
670	114.9487991
671	114.8620718
672	114.7442323
673	114.7069942
674	114.6145908
675	114.5382787
676	114.4570696
677	114.4267078
678	114.3710585
679	114.2722382
680	114.1646021
681	114.0804292
682	113.9953917
683	113.9246532
684	113.906405
685	113.8357628
686	113.8162276
687	113.755144
688	113.6710967
689	113.6135219
690	113.579135
691	113.4912062
692	113.472516
693	113.3893645
694	113.2891155
695	113.1840202
696	113.1118848
697	112.9823178
698	112.9232624
699	112.8411426
700	112.7608091
701	112.6816859
702	112.653795
703	112.5624623
704	112.4909529
705	112.4643393
706	112.4299247
707	112.301472
708	112.2308342
709	112.1966177
710	112.1276056
711	112.0178773
712	111.9987862
713	111.8708301
714	111.7833426
715	111.7094944
716	111.6388602
717	111.5617199
718	111.490238
719	111.4225106
720	111.3978014
721	111.3148641
722	111.2834237
723	111.1762814
724	111.1322108
725	111.1119086
726	111.0704937
727	111.0064053
728	110.943772
729	110.7841936
730	110.6928077
731	110.5625613
732	110.4685005
733	110.4429077
734	110.3801048
735	110.3011271
736	110.15429
737	110.0987597
738	109.9949473
739	109.9292051
740	109.7944523
741	109.7416772
742	109.7289275
743	109.6556118
744	109.596511
745	109.5778326
746	109.5085195
747	109.4485009
748	109.4323633
749	109.3757563
750	109.2390896
751	109.1960503
752	109.123187
753	109.0379418
754	108.9876224
755	108.9285534
756	108.8617127
757	108.7891902
758	108.7012653
759	108.6408626
760	108.6238711
761	108.5424312
762	108.524885
763	108.442451
764	108.4189628
765	108.3775572
766	108.3257068
767	108.2215488
768	108.1751751
769	108.0814731
770	108.018295
771	107.9458807
772	107.8753607
773	107.804106
774	107.7487473
775	107.6812146
776	107.6053053
777	107.5576224
778	107.4970915
779	107.4418408
780	107.3758986
781	107.2938685
782	107.2350667
783	107.1844251
784	107.1446257
785	107.0779919
786	107.0313621
787	106.9103957
788	106.8853283
789	106.828059
790	106.8060974
791	106.7606756
792	106.6821724
793	106.608086
794	106.4963498
795	106.4562776
796	106.3637666
797	106.3106548
798	106.2676893
799	106.1932819
800	106.1800672
801	106.0923003
802	106.0768628
803	106.0174712
804	105.958022
805	105.8576341
806	105.7928989
807	105.7288192
808	105.6710582
809	105.6084797
810	105.4984384
811	105.4178709
812	105.3505365
813	105.2388869
814	105.1263268
815	105.062721
816	105.0169586
817	104.9382057
818	104.8997076
819	104.803936
820	104.7621001
821	104.7298555
822	104.6892673
823	104.6190173
824	104.5841627
825	104.4717241
826	104.3969914
827	104.3009191
828	104.2676973
829	104.2369487
830	104.2000083
831	104.1278046
832	104.0388167
833	103.919507
834	103.8947386
835	103.8793133
836	103.8280225
837	103.8096664
838	103.7737516
839	103.7275872
840	103.6538297
841	103.6197066
842	103.5487145
843	103.4921037
844	103.4261017
845	103.3808023
846	103.3572981
847	103.3236821
848	103.2369013
849	103.2004739
850	103.1253217
851	103.0781946
852	103.0063624
853	102.9175999
854	102.8814428
855	102.8338265
856	102.7948022
857	102.7460103
858	102.6585895
859	102.6151371
860	102.5813614
861	102.4794676
862	102.4159688
863	102.3305932
864	102.2694189
865	102.190808
866	102.1459559
867	102.0976132
868	102.0523285
869	101.9748452
870	101.9127581
871	101.8844596
872	101.8636869
873	101.839796
874	101.71161
875	101.671455
876	101.6140043
877	101.5724682
878	101.5297893
879	101.503875
880	101.4762304
881	101.4216426
882	101.3304335
883	101.3162843
884	101.3087104
885	101.2271516
886	101.1933958
887	101.1446541
888	101.0822277
889	101.0268032
890	100.988786
891	100.9570824
892	100.9032793
893	100.8339052
894	100.7866027
895	100.7150484
896	100.6671754
897	100.6039049
898	100.5949539
899	100.5528046
900	100.4641307
901	100.4141475
902	100.3725012
903	100.3040126
904	100.2808468
905	100.1826592
906	100.1264029
907	100.0403378
908	99.98029987
909	99.96813934
910	99.88863547
911	99.81006843
912	99.76672797
913	99.7275101
914	99.68173906
915	99.58526527
916	99.57214951
917	99.53777713
918	99.48028541
919	99.46562679
920	99.41955911
921	99.33191087
922	99.27387817
923	99.24964191
924	99.1130352
925	99.02450438
926	98.9848812
927	98.89111986
928	98.84053332
929	98.79225145
930	98.75857701
931	98.70351531
932	98.68875074
933	98.63433047
934	98.61067757
935	98.53404881
936	98.48643797
937	98.44173095
938	98.3946518
939	98.33875803
940	98.31663229
941	98.27068071
942	98.21250857
943	98.17135822
944	98.11635917
945	98.06935198
946	97.97191492
947	97.90730711
948	97.86675477
949	97.80076305
950	97.75459225
951	97.72334769
952	97.68549925
953	97.65781631
954	97.60126743
955	97.57515957
956	97.53000609
957	97.4890558
958	97.45646092
959	97.41334672
960	97.33967342
961	97.27511992
962	97.23237901
963	97.16462309
964	97.13417682
965	97.08966445
966	97.07169727
967	97.04220278
968	96.9854547
969	96.92584188
970	96.86876931
971	96.81499702
972	96.76427306
973	96.72995565
974	96.6600959
975	96.59399382
976	96.55191756
977	96.53411392
978	96.52079581
979	96.48118828
980	96.41536449
981	96.38543791
982	96.33061641
983	96.31152039
984	96.2311633
985	96.16720302
986	96.13906969
987	96.06687121
988	96.03274727
989	95.95762419
990	95.92068345
991	95.87804778
992	95.84394577
993	95.812751
994	95.76692989
995	95.71011477
996	95.6724013
997	95.62535236
998	95.59547053
999	95.56409096
