dataset_source,model_key,model_random_seed,baseline_model_key,baseline_random_seed,track,reporting_phase,model_success_observation_count,baseline_success_observation_count,paired_observation_count,paired_count,model_mae,baseline_mae,mae_difference,relative_mae_improvement_pct,ci_95_lower,ci_95_upper,comparison_status,comparison_reason,significance_status,comparison_method,bootstrap_samples,minimum_paired_observations
bdg2,lightgbm,17,deterministic_baseline,0.0,seen_entity,H01_02,312,312,312,312,11040.147703357827,9647.136059935898,1393.0116434219292,-14.439639233523833,-423.1088295325826,3679.722509833194,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,seen_entity,H01_02,312,312,312,312,11281.652238592478,9647.136059935898,1634.5161786565818,-16.943019861040927,-275.24177919292083,4108.504133689008,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,seen_entity,H01_02,312,312,312,312,10928.249572359067,9647.136059935898,1281.1135124231696,-13.279728869416218,-596.1537756554758,4001.126110224202,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,seen_entity,H03_05,308,308,308,308,9482.598983475335,11202.79594935065,-1720.196965875315,15.355068267355376,-4445.989418161964,495.47351294769857,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,seen_entity,H03_05,308,308,308,308,9264.678220192574,11202.79594935065,-1938.117729158075,17.30030376274429,-4861.016090843469,529.7598827658693,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,seen_entity,H03_05,308,308,308,308,9156.856026825866,11202.79594935065,-2045.939922524784,18.262761651419464,-5354.456375734904,608.0608470517544,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,8505.646390992519,8157.480311956524,348.1660790359978,-4.268059078557421,-1927.0028136050466,2791.44457449507,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,8740.843818648496,8157.480311956524,583.363506691975,-7.151270789301556,-1770.1393755945446,3667.913998826628,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,8633.98468683074,8157.480311956524,476.50437487421806,-5.8413181111304295,-1654.7638323992041,3128.80658801015,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,11190.07357030012,14235.109729885764,-3045.0361595856425,21.39102695634845,-3832.671028482994,-2173.9936060918867,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,11136.961892544834,14235.109729885764,-3098.147837340928,21.764130351847964,-3971.5228582789805,-2200.904832537294,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,10974.538760439045,14235.109729885764,-3260.570969446716,22.905134075653415,-4032.134857167246,-2457.0975308409716,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,unseen_entity,H00,901,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,unseen_entity,H00,901,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,unseen_entity,H00,901,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,unseen_entity,H01_02,55,55,55,55,24395.329239846847,16116.989532727273,8278.339707119572,-51.364057104520164,-3077.262590720497,24627.620336758435,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,unseen_entity,H01_02,55,55,55,55,22780.004163259073,16116.989532727273,6663.014630531802,-41.341558341288454,-3432.9584378224213,20410.0655159235,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,unseen_entity,H01_02,55,55,55,55,22566.884521115328,16116.989532727273,6449.8949883880605,-40.019229244337794,-2923.4386832787113,22068.697156424543,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,unseen_entity,H03_05,50,50,50,50,29369.372219054476,32073.608401999994,-2704.236182945524,8.431343767285293,-20755.45904337756,16739.579115993136,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,unseen_entity,H03_05,50,50,50,50,27020.7730774168,32073.608401999994,-5052.83532458319,15.753872346549311,-25152.172468062854,12939.56393383852,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,unseen_entity,H03_05,50,50,50,50,25349.61762279435,32073.608401999994,-6723.9907792056465,20.96424791039838,-23292.56487042932,8472.765385410657,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,6773.917847661043,9622.41812857143,-2848.500280910386,29.602748943661656,-7123.654793084263,533.8275005056062,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,7036.498234337281,9622.41812857143,-2585.919894234148,26.873909028707537,-6888.617932233521,764.0863963629711,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,7196.2590130669905,9622.41812857143,-2426.1591155044384,25.213611413336423,-6589.712972758629,1040.351597443109,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,17,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,13338.239707437095,16688.690645442177,-3350.4509380050827,20.076176191330617,-6331.667096939131,-882.0216042512375,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,29,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,13135.1271549066,16688.690645442177,-3553.5634905355746,21.293243226999863,-6755.311487763765,-1219.3304682606663,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,lightgbm,43,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,12638.698760043819,16688.690645442177,-4049.991885398357,24.267882792257552,-6809.781427708171,-1909.8372669480148,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,seen_entity,H01_02,0,312,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,seen_entity,H01_02,0,312,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,seen_entity,H01_02,0,312,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,seen_entity,H03_05,0,308,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,seen_entity,H03_05,0,308,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,seen_entity,H03_05,0,308,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,6104.413677988267,8157.480311956524,-2053.0666339682552,25.167901796331037,-2880.162703120712,-1265.4940732076375,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,6447.025114414273,8157.480311956524,-1710.455197542248,20.967935344388327,-2378.6128755896048,-1088.3594817466414,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,5911.46486333347,8157.480311956524,-2246.015448623052,27.533200972989665,-3181.80241963757,-1415.6743427846177,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,9568.474764174822,14235.109729885764,-4666.63496571094,32.782571081370875,-5457.793078304464,-3963.896980392798,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,10202.773058076835,14235.109729885764,-4032.336671808927,28.326698903790525,-4776.884461187088,-3375.383150273629,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,9670.659515001818,14235.109729885764,-4564.450214883941,32.06473502133358,-5320.326623066309,-3808.642222441431,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,unseen_entity,H01_02,0,55,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,unseen_entity,H01_02,0,55,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,unseen_entity,H01_02,0,55,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,unseen_entity,H03_05,0,50,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,unseen_entity,H03_05,0,50,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,unseen_entity,H03_05,0,50,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,6264.10784581783,9622.41812857143,-3358.3102827535968,34.9008974447069,-7365.114541944289,-291.3298521432449,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,7329.203714880951,9622.41812857143,-2293.2144136904767,23.831997145097404,-5124.755534041961,-187.77084556764646,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,6492.664506436011,9622.41812857143,-3129.753622135417,32.52564563622918,-7344.090693058113,-261.4087775037217,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,17,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,10614.610911371168,16688.690645442177,-6074.079734071009,36.39638281466912,-10186.850220235272,-3153.276201049679,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,29,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,10916.37875033409,16688.690645442177,-5772.311895108086,34.58816522963444,-8974.563513092362,-3228.1741465693894,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,nbeats,43,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,10250.899783343904,16688.690645442177,-6437.790862098272,38.5757696566596,-10135.517913168847,-3632.686563888239,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,seen_entity,H00,5958,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,seen_entity,H00,5958,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,seen_entity,H00,5958,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,seen_entity,H01_02,312,312,312,312,36496.421248697465,9647.136059935898,26849.28518876157,-278.31353286562825,22220.00995365242,31702.31628248331,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,seen_entity,H01_02,312,312,312,312,36496.421248697465,9647.136059935898,26849.28518876157,-278.31353286562825,21999.214748028997,31867.223148511257,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,seen_entity,H01_02,312,312,312,312,36496.421248697465,9647.136059935898,26849.28518876157,-278.31353286562825,22460.03037093415,31898.90571990514,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,seen_entity,H03_05,308,308,308,308,28668.912929794962,11202.79594935065,17466.116980444313,-155.90855228829466,14156.25153276417,20678.724259827788,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,seen_entity,H03_05,308,308,308,308,28668.912929794962,11202.79594935065,17466.116980444313,-155.90855228829466,13972.799034696904,20908.94841201398,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,seen_entity,H03_05,308,308,308,308,28668.912929794962,11202.79594935065,17466.116980444313,-155.90855228829466,13777.391536854557,21013.78542436833,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,25615.508416590368,8157.480311956524,17458.028104633846,-214.01250676689205,13794.21336665123,21926.442149226867,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,25615.508416590368,8157.480311956524,17458.028104633846,-214.01250676689205,13733.44709889543,21323.98656211136,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,seen_entity,H06_12,460,460,460,460,25615.508416590368,8157.480311956524,17458.028104633846,-214.01250676689205,13760.897189343073,21519.82720018256,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,36025.19595285216,14235.109729885764,21790.086222966398,-153.07283636331522,20389.04172658756,23052.50586246998,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,36025.19595285216,14235.109729885764,21790.086222966398,-153.07283636331522,20458.0632055473,23125.07664762726,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,seen_entity,H13_PLUS,4902,4902,4902,4902,36025.19595285216,14235.109729885764,21790.086222966398,-153.07283636331522,20485.921602483086,23163.8011682315,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,unseen_entity,H00,901,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,unseen_entity,H00,901,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,unseen_entity,H00,901,0,0,0,,,,,,,NO_COMMON_COHORT,baseline has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,unseen_entity,H01_02,55,55,55,55,36720.07637147527,16116.989532727273,20603.086838747993,-127.83458596229289,7526.848390376129,37303.48236753966,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,unseen_entity,H01_02,55,55,55,55,36720.07637147527,16116.989532727273,20603.086838747993,-127.83458596229289,6661.633577014868,39209.16952172437,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,unseen_entity,H01_02,55,55,55,55,36720.07637147527,16116.989532727273,20603.086838747993,-127.83458596229289,7366.252685235557,38787.948049603925,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,unseen_entity,H03_05,50,50,50,50,30158.084793904167,32073.608401999994,-1915.5236080958275,5.972273478204537,-15680.698183587167,9429.161430320015,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,unseen_entity,H03_05,50,50,50,50,30158.084793904167,32073.608401999994,-1915.5236080958275,5.972273478204537,-16332.775436682396,10112.92718274218,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,unseen_entity,H03_05,50,50,50,50,30158.084793904167,32073.608401999994,-1915.5236080958275,5.972273478204537,-15235.974859529926,9395.911267958525,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,26876.124530685476,9622.41812857143,17253.706402114047,-179.30738585224606,7950.934627361773,26325.575244009226,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,26876.124530685476,9622.41812857143,17253.706402114047,-179.30738585224606,8007.93765408473,26613.698765956236,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,unseen_entity,H06_12,63,63,63,63,26876.124530685476,9622.41812857143,17253.706402114047,-179.30738585224606,8008.718804267927,27135.142326173333,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,17,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,31798.41805004317,16688.690645442177,15109.72740460099,-90.53872305271346,10914.689235402611,18932.105930794838,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,29,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,31798.41805004317,16688.690645442177,15109.72740460099,-90.53872305271346,11040.646818134173,18957.961627659482,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
bdg2,ridge,43,deterministic_baseline,0.0,unseen_entity,H13_PLUS,735,735,735,735,31798.41805004317,16688.690645442177,15109.72740460099,-90.53872305271346,10982.641629134016,18763.922136484067,OK,paired cohort meets minimum sample count,BASELINE_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,44.286752690829054,57.83438636363637,-13.547633672807308,23.42487666009966,-20.54468799401297,-6.777836218156525,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,43.68848770011278,57.83438636363637,-14.145898663523576,24.459321785798156,-21.82655127045433,-7.0242022058735625,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,43.84881534378996,57.83438636363637,-13.985571019846416,24.182103242025406,-22.733291713420613,-6.975986145387256,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,46.930269719017,67.57670786516853,-20.646438146151542,30.552595411049094,-38.00008009435021,-7.952948439768467,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,48.733408387485895,67.57670786516853,-18.84329947768264,27.884311137617807,-33.58359266987208,-6.135305511461861,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,46.92657562937368,67.57670786516853,-20.65013223579485,30.558061924230955,-35.221061373001184,-7.6791256902120715,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,39.18732786538232,71.33266363636365,-32.14533577098131,45.063977892162185,-36.83700743855549,-27.61448903092166,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,38.98532752582436,71.33266363636365,-32.347336110539274,45.34715859684989,-36.898923161916635,-28.03837367347279,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
