dataset_source,model_key,model_random_seed,baseline_model_key,baseline_random_seed,track,reporting_phase,model_success_observation_count,baseline_success_observation_count,paired_observation_count,paired_count,model_mae,baseline_mae,mae_difference,relative_mae_improvement_pct,ci_95_lower,ci_95_upper,comparison_status,comparison_reason,significance_status,comparison_method,bootstrap_samples,minimum_paired_observations
london_smartmeter,catboost,43,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,39.676898028008274,71.33266363636365,-31.65576560835536,44.377658136710934,-36.59028796228072,-27.286279492295815,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,41.949324190949284,67.14459953004364,-25.19527533909436,37.52390440249898,-27.36696855890881,-23.19214904219239,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,42.39978639919638,67.14459953004364,-24.74481313084726,36.85302065101344,-26.70269348661852,-22.634425103987137,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,41.97336933646297,67.14459953004364,-25.17123019358067,37.488093412960005,-27.366248978505283,-23.01973676401444,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,unseen_entity,H01_02,8,8,8,8,34.41804865434146,38.880874999999996,-4.462826345658531,11.478204504550206,,,INSUFFICIENT_SAMPLE,paired count 8 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,unseen_entity,H01_02,8,8,8,8,37.50536913002232,38.880874999999996,-1.3755058699776725,3.537744122213486,,,INSUFFICIENT_SAMPLE,paired count 8 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,unseen_entity,H01_02,8,8,8,8,35.66956255446803,38.880874999999996,-3.21131244553197,8.25936259287366,,,INSUFFICIENT_SAMPLE,paired count 8 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,unseen_entity,H03_05,9,9,9,9,41.73033015380864,49.41166666666667,-7.681336512858029,15.545592834738148,,,INSUFFICIENT_SAMPLE,paired count 9 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,unseen_entity,H03_05,9,9,9,9,42.85935617380119,49.41166666666667,-6.552310492865475,13.260654689241031,,,INSUFFICIENT_SAMPLE,paired count 9 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,unseen_entity,H03_05,9,9,9,9,42.06502205855929,49.41166666666667,-7.346644608107373,14.868238826405456,,,INSUFFICIENT_SAMPLE,paired count 9 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,44.720167427002984,69.84743689320388,-25.127269466200907,35.97450469745979,-34.568191041004226,-15.916864930623577,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,44.53637801659462,69.84743689320388,-25.31105887660927,36.23763448229267,-36.55723879218335,-16.219741889313692,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,45.2630848093524,69.84743689320388,-24.584352083851478,35.197214353678774,-35.09203455229138,-14.844480218509606,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,17,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,40.839661879000516,64.18591470258137,-23.346252823580855,36.37285988952641,-25.826491706614256,-21.021831247948622,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,29,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,40.13763181436809,64.18591470258137,-24.04828288821328,37.46660462758214,-26.45127894053501,-21.846786635408964,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,catboost,43,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,40.56610142128494,64.18591470258137,-23.61981328129642,36.799060028580556,-25.740536723859815,-21.405149820278186,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,seen_entity,H01_02,0,88,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,seen_entity,H01_02,0,88,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,seen_entity,H01_02,0,88,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,seen_entity,H03_05,0,89,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,seen_entity,H03_05,0,89,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,seen_entity,H03_05,0,89,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,53.55289586592009,71.33266363636365,-17.779767770443538,24.92514209350212,-22.39637452811877,-12.77526339476094,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,59.123498835049254,71.33266363636365,-12.209164801314381,17.1158122785849,-18.150540627390544,-6.434110212745666,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,53.023894406151044,71.33266363636365,-18.308769230212587,25.66673988727829,-23.461667474717807,-13.284126151814316,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,60.66440487030403,67.14459953004364,-6.480194659739604,9.65110329809929,-9.245775372965648,-3.6893823232031027,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,56.332282331462764,67.14459953004364,-10.812317198580876,16.103033265903886,-13.399470728878654,-8.313390615283971,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,57.58032343724798,67.14459953004364,-9.564276092795657,14.244296875307368,-12.366189980848223,-6.896132441626818,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,unseen_entity,H01_02,0,8,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,unseen_entity,H01_02,0,8,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,unseen_entity,H01_02,0,8,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,unseen_entity,H03_05,0,9,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,unseen_entity,H03_05,0,9,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,unseen_entity,H03_05,0,9,0,0,,,,,,,NO_COMMON_COHORT,model has no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,49.547117286311774,69.84743689320388,-20.30031960689211,29.06380034808022,-33.39784337943734,-8.547096825294119,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,60.17939788907246,69.84743689320388,-9.668039004131426,13.841651797350508,-26.087316508794984,5.652085265757742,OK,paired cohort meets minimum sample count,NO_DETECTED_DIFFERENCE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,53.46809617199945,69.84743689320388,-16.37934072120444,23.45016717828644,-31.114471218416522,-4.0386661233772365,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,17,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,56.48303958367697,64.18591470258137,-7.702875118904403,12.000880807880135,-10.682530350881398,-4.949977436641078,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,29,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,55.51909807964846,64.18591470258137,-8.666816622932908,13.5026768148314,-11.38748073325044,-5.447199649202374,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,deepar,43,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,53.12964775101634,64.18591470258137,-11.056266951565028,17.225378812152968,-13.975693101319656,-8.223486917444601,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,45.64007773412664,57.83438636363637,-12.194308629509722,21.08487596433971,-19.830590513551027,-5.460923381612747,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,45.64007773412664,57.83438636363637,-12.19430862950972,21.08487596433971,-19.422590764876798,-4.983595283744065,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,45.64007773412664,57.83438636363637,-12.194308629509719,21.08487596433971,-19.64095889753229,-5.055006163855737,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,50.06731046674899,67.57670786516853,-17.509397398419534,25.910403083492785,-31.182015555815898,-5.999951174671451,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,50.067310466749014,67.57670786516853,-17.509397398419523,25.91040308349275,-33.00481090298289,-6.370700817636059,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,50.06731046674903,67.57670786516853,-17.50939739841951,25.910403083492735,-31.24805854737603,-5.482996401856555,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,39.8524402443468,71.33266363636365,-31.48022339201684,44.13156860718853,-35.59673865688606,-27.514920202491528,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,39.8524402443468,71.33266363636365,-31.480223392016832,44.13156860718853,-35.58538956253363,-27.68468229209033,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,39.85244024434681,71.33266363636365,-31.48022339201683,44.13156860718851,-35.597328033119275,-27.419297632473597,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,44.420081168248466,67.14459953004364,-22.724518361795173,33.844149076542124,-24.759951264182863,-20.70681706290232,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,44.42008116824847,67.14459953004364,-22.724518361795166,33.84414907654211,-24.767948557583715,-20.834069682950428,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,44.42008116824849,67.14459953004364,-22.72451836179516,33.84414907654209,-24.721885639128093,-20.80240688540774,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,unseen_entity,H01_02,8,8,8,8,37.50315113518505,38.880874999999996,-1.3777238648149464,3.5434487130625185,,,INSUFFICIENT_SAMPLE,paired count 8 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,unseen_entity,H01_02,8,8,8,8,37.50315113518501,38.880874999999996,-1.3777238648149925,3.543448713062628,,,INSUFFICIENT_SAMPLE,paired count 8 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,unseen_entity,H01_02,8,8,8,8,37.503151135185064,38.880874999999996,-1.3777238648149357,3.5434487130624817,,,INSUFFICIENT_SAMPLE,paired count 8 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,unseen_entity,H03_05,9,9,9,9,50.005216227204855,49.41166666666667,0.5935495605381883,-1.2012336368702115,,,INSUFFICIENT_SAMPLE,paired count 9 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,unseen_entity,H03_05,9,9,9,9,50.00521622720488,49.41166666666667,0.5935495605382136,-1.2012336368702687,,,INSUFFICIENT_SAMPLE,paired count 9 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,unseen_entity,H03_05,9,9,9,9,50.00521622720484,49.41166666666667,0.5935495605381725,-1.2012336368701826,,,INSUFFICIENT_SAMPLE,paired count 9 is below minimum 30,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,43.9889552114253,69.84743689320388,-25.858481681778578,37.02137520280947,-35.42817288617813,-16.56488699670788,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,43.98895521142531,69.84743689320388,-25.858481681778564,37.02137520280945,-35.75859743316764,-16.147023188624974,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,unseen_entity,H06_12,206,206,206,206,43.988955211425335,69.84743689320388,-25.858481681778557,37.02137520280942,-35.83461288886159,-16.555106757487422,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,17,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,41.677498156768515,64.18591470258137,-22.50841654581285,35.067532573322715,-24.69418244037696,-20.34361030601999,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,29,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,41.67749815676852,64.18591470258137,-22.50841654581285,35.06753257332271,-24.69497376749466,-20.547609707943618,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,gradient_boosting,43,deterministic_baseline,0.0,unseen_entity,H13_PLUS,3564,3564,3564,3564,41.67749815676852,64.18591470258137,-22.50841654581285,35.06753257332271,-24.69779125788178,-20.470865203560145,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,17,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,29,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,43,deterministic_baseline,0.0,seen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,17,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,44.514167609793446,57.83438636363637,-13.320218753842921,23.031659176067734,-21.079112846082403,-6.447090162909633,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,29,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,43.776343596387555,57.83438636363637,-14.058042767248814,24.307412339189046,-23.287719586654013,-6.315512795797969,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,43,deterministic_baseline,0.0,seen_entity,H01_02,88,88,88,88,43.241129667376,57.83438636363637,-14.593256696260367,25.232837441214635,-22.59424108693445,-7.992005088832605,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,17,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,47.24121600596801,67.57670786516853,-20.335491859200516,30.092457152210816,-38.167630810252795,-4.987903049887812,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,29,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,47.78276171897508,67.57670786516853,-19.793946146193456,29.2910779046636,-40.100929804635136,-3.5387943101776593,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,43,deterministic_baseline,0.0,seen_entity,H03_05,89,89,89,89,46.53985976575677,67.57670786516853,-21.03684809941176,31.13032398882945,-38.70751605809131,-7.348219683122899,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,17,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,38.02220645348585,71.33266363636365,-33.31045718287779,46.69734100031131,-37.70483874484199,-29.073746411354858,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,29,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,37.82503154512448,71.33266363636365,-33.507632091239145,46.97375701831747,-37.973651128970815,-29.37776208207039,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,43,deterministic_baseline,0.0,seen_entity,H06_12,1320,1320,1320,1320,38.149865427474076,71.33266363636365,-33.18279820888955,46.51837814167056,-37.76018547554596,-29.420329989235217,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,17,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,40.355868007033195,67.14459953004364,-26.788731523010448,39.89707543199198,-29.007484929984944,-24.619915838503267,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,29,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,40.366928613521125,67.14459953004364,-26.777670916522517,39.8806026157635,-28.930787588687803,-24.512460654282545,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,43,deterministic_baseline,0.0,seen_entity,H13_PLUS,23832,23832,23832,23832,40.43310410249762,67.14459953004364,-26.711495427546012,39.78204593445231,-28.954774814393247,-24.621260864096968,OK,paired cohort meets minimum sample count,MODEL_LOWER_MAE,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,17,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,29,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
london_smartmeter,lightgbm,43,deterministic_baseline,0.0,unseen_entity,H00,0,0,0,0,,,,,,,NO_COMMON_COHORT,model and baseline have no successful predictions,NOT_TESTED,paired_observation_bootstrap_mean_absolute_error,1000,30
