dataset_source,track,reporting_phase,model_key,seed_count,MAE_median,MAE_std,RMSE_median,WMAPE_median,sMAPE_median,p90_error_median,failure_rate,training_duration,inference_latency,artifact_size,baseline_MAE,relative_mae_improvement_vs_baseline,paired_ci_lower,paired_ci_upper,promotion_status
london_smartmeter,seen_entity,H13_PLUS,ridge,3,62.290633834959124,0.0,96.9404598980029,0.1890145689934509,0.22689150934395783,114.1740133750519,0.0,3.5952086000006602,0.006153565741503537,8186,67.14459953004364,7.229123010723476,-7.057799625980279,-2.8101445456898326,NOT_PROMOTED
london_smartmeter,unseen_entity,H00,catboost,3,,0.0,,,,,0.0,6.134938499999407,0.05098818765946717,202616,,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H00,deepar,3,,0.0,,,,,0.0,76.65381519999937,2.1847611052166913,7730669,,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H00,deterministic_baseline,1,,0.0,,,,,0.0,0.0,0.0005333328469229551,0,,,,,BASELINE
london_smartmeter,unseen_entity,H00,gradient_boosting,3,,0.0,,,,,0.0,307.4491715999993,0.021167969369076847,160445,,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H00,lightgbm,3,,0.0,,,,,0.0,6.659916299999168,0.017999031775449464,934096,,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H00,nbeats,3,,0.0,,,,,0.0,78.46292540000104,2.2740291158266777,7750903,,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H00,ridge,3,,0.0,,,,,0.0,1.9770019000006869,0.010829909338864158,8186,,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H01_02,catboost,3,35.66956255446803,1.26789504230072,38.13410078279298,0.11069326519878529,0.1445168470573836,56.27677035485665,0.0,6.134938499999407,0.050988187659467166,202616,38.880874999999996,8.25936259287366,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H01_02,deepar,3,,0.0,,,,,0.0,76.65381519999937,2.184761105216691,7730669,38.880874999999996,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H01_02,deterministic_baseline,1,38.880874999999996,0.0,47.18329378206867,0.12065892316351699,0.1763545103387916,64.43960000000001,0.0,0.0,0.006562499720530468,0,38.880874999999996,,,,BASELINE
london_smartmeter,unseen_entity,H01_02,gradient_boosting,3,37.50315113518505,2.4269654768146623e-14,39.77932414545229,0.11638343610348426,0.14976398816530664,57.676200700034705,0.0,307.4491715999993,0.021167969369076847,160445,38.880874999999996,3.5434487130625185,,,REJECTED_INSUFFICIENT_IMPROVEMENT
london_smartmeter,unseen_entity,H01_02,lightgbm,3,35.87987247867597,1.2043041635080096,40.84788600481227,0.11134591946609618,0.15232780343985408,67.0499462358312,0.0,6.659916299999168,0.017999031775449467,934096,38.880874999999996,7.718454179140839,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H01_02,nbeats,3,,0.0,,,,,0.0,78.46292540000104,2.2740291158266777,7750903,38.880874999999996,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H01_02,ridge,3,23.17100909131884,0.0,32.02258650339613,0.07190653516852678,0.11830294259696977,51.724612147349745,0.0,1.9770019000006869,0.010829909338864158,8186,38.880874999999996,40.405124392599596,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H03_05,catboost,3,42.06502205855929,0.4734841439986217,49.16675564668649,0.16389303095215949,0.36078449878937857,75.27460807403666,0.0,6.134938499999407,0.050988187659467166,202616,49.41166666666667,14.868238826405456,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H03_05,deepar,3,,0.0,,,,,0.0,76.65381519999937,2.184761105216691,7730669,49.41166666666667,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H03_05,deterministic_baseline,1,49.41166666666667,0.0,66.70153681970986,0.19251690402358837,0.3097053229193246,114.257,0.0,0.0,0.04717777766119172,0,49.41166666666667,,,,BASELINE
london_smartmeter,unseen_entity,H03_05,gradient_boosting,3,50.005216227204855,1.788160004724363e-14,56.232296126467155,0.19482948183138085,0.3927956412392189,85.9531065131216,0.0,307.4491715999993,0.021167969369076847,160445,49.41166666666667,-1.2012336368702115,,,REJECTED_INSUFFICIENT_IMPROVEMENT
london_smartmeter,unseen_entity,H03_05,lightgbm,3,31.738302587179607,1.3125543288116326,42.83639426490694,0.12365824035580658,0.23528604778429532,67.66840650438151,0.0,6.659916299999168,0.017999031775449464,934096,49.41166666666667,35.76759350926649,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H03_05,nbeats,3,,0.0,,,,,0.0,78.46292540000104,2.2740291158266777,7750903,49.41166666666667,,,,NOT_PROMOTED
london_smartmeter,unseen_entity,H03_05,ridge,3,50.438223719733486,0.0,62.75707857316785,0.19651655833586282,0.4029442677507791,97.4787542130246,0.0,1.9770019000006869,0.010829909338864161,8186,49.41166666666667,-2.0775600628734447,,,REJECTED_INSUFFICIENT_IMPROVEMENT
london_smartmeter,unseen_entity,H06_12,catboost,3,44.720167427002984,0.3085162689885786,88.12442422818508,0.13966549929423447,0.1644651014104903,102.96857474323612,0.0,6.134938499999407,0.05098818765946717,202616,69.84743689320388,35.97450469745979,-35.09203455229138,-15.916864930623577,NOT_PROMOTED
london_smartmeter,unseen_entity,H06_12,deepar,3,53.46809617199945,4.39015359102917,91.14702501043215,0.1669861446821267,0.18186113522323444,131.13065844726566,0.0,76.65381519999937,2.1847611052166918,7730669,69.84743689320388,23.45016717828644,-31.114471218416522,-4.0386661233772365,NOT_PROMOTED
london_smartmeter,unseen_entity,H06_12,deterministic_baseline,1,69.84743689320388,0.0,144.40877024636683,0.21814044332538457,0.21958896895862784,185.0935,0.0,0.0,0.051117961288803346,0,69.84743689320388,,,,BASELINE
london_smartmeter,unseen_entity,H06_12,gradient_boosting,3,43.98895521142531,1.5349477418661813e-14,86.21940577723927,0.13738185133282202,0.1630058345530585,110.37281245649,0.0,307.4491715999993,0.021167969369076847,160445,69.84743689320388,37.02137520280945,-35.75859743316764,-16.555106757487422,NOT_PROMOTED
london_smartmeter,unseen_entity,H06_12,lightgbm,3,41.15556080596331,0.4403459004775172,78.96880462799261,0.12853288078765826,0.14137531198442346,97.82762226072688,0.0,6.659916299999168,0.01799903177544947,934096,69.84743689320388,41.0779226317355,-40.11068156392437,-19.08634953876609,NOT_PROMOTED
london_smartmeter,unseen_entity,H06_12,nbeats,3,50.738400967190564,0.9374515828589193,101.34184323443031,0.1584610369816017,0.17849302505009712,117.16676220703127,0.0,78.46292540000104,2.2740291158266777,7750903,69.84743689320388,27.358249315906697,-27.98337501023503,-11.167191579890254,NOT_PROMOTED
london_smartmeter,unseen_entity,H06_12,ridge,3,66.88350786504455,0.0,92.79405646681587,0.20888380026235814,0.2563522628546977,115.4132788939017,0.0,1.9770019000006869,0.01082990933886416,8186,69.84743689320388,4.243432772903534,-16.2325503876464,9.23922678626467,REJECTED_INSUFFICIENT_IMPROVEMENT
london_smartmeter,unseen_entity,H13_PLUS,catboost,3,40.56610142128494,0.28891900820603694,75.37640513387528,0.12779198187635435,0.14646826665623697,89.40068244354907,0.0,6.134938499999407,0.05098818765946718,202616,64.18591470258137,36.799060028580556,-25.826491706614256,-21.405149820278186,NOT_PROMOTED
london_smartmeter,unseen_entity,H13_PLUS,deepar,3,55.51909807964846,1.409645064843703,103.1669507112146,0.1748971512422266,0.17707611995130773,126.57343027343765,0.0,76.65381519999937,2.1847611052166918,7730669,64.18591470258137,13.5026768148314,-11.38748073325044,-5.447199649202374,NOT_PROMOTED
london_smartmeter,unseen_entity,H13_PLUS,deterministic_baseline,1,64.18591470258137,0.0,117.5003099827776,0.2021994956627925,0.20428919281696833,144.62149999999994,0.0,0.0,0.055109652091939805,0,64.18591470258137,,,,BASELINE
london_smartmeter,unseen_entity,H13_PLUS,gradient_boosting,3,41.67749815676852,4.1023203976182695e-15,75.80143515423451,0.13129312165814852,0.1497295148207657,91.51102913538395,0.0,307.4491715999993,0.021167969369076844,160445,64.18591470258137,35.06753257332271,-24.69497376749466,-20.470865203560145,NOT_PROMOTED
london_smartmeter,unseen_entity,H13_PLUS,lightgbm,3,38.4181017269373,0.07018597613220161,75.05563573043712,0.12102531886479712,0.1289236677706133,89.00225167208077,0.0,6.659916299999168,0.01799903177544947,934096,64.18591470258137,40.14558816376541,-28.15136096039612,-23.70939972965484,NOT_PROMOTED
london_smartmeter,unseen_entity,H13_PLUS,nbeats,3,49.27595494883998,1.0281978178795756,86.64216282778972,0.15522990184258015,0.16969366187242013,113.06077983398444,0.0,78.46292540000104,2.2740291158266777,7750903,64.18591470258137,23.229332826103285,-16.89321358989261,-13.080849747320455,NOT_PROMOTED
london_smartmeter,unseen_entity,H13_PLUS,ridge,3,60.327816794359286,0.0,85.76216053112468,0.19004565389119885,0.22492871106397938,109.21303617970783,0.0,1.9770019000006869,0.010829909338864158,8186,64.18591470258137,6.010817055578899,-6.372343435822609,-1.311016377717607,NOT_PROMOTED
nrel_comstock,seen_entity,H06_12,catboost,3,5634.145599366746,127.66228850732789,10170.155528811416,0.23961191127022805,0.17979078220142913,17693.664625780937,0.0,2.41949139999997,0.4584116666743891,151272,3945.486667500001,-42.799762720697224,581.4605398221936,3072.27787103812,REJECTED_INSUFFICIENT_IMPROVEMENT
nrel_comstock,seen_entity,H06_12,deepar,3,,0.0,,,,,1.0,0.0,0.0,0,3945.486667500001,,,,DISQUALIFIED_HIGH_FAILURE_RATE
nrel_comstock,seen_entity,H06_12,deterministic_baseline,1,3945.486667500001,0.0,7448.0627898252515,0.16779573488429822,0.13367305363591853,8185.74075000001,0.0,0.0,0.172620000103052,0,3945.486667500001,,,,BASELINE
nrel_comstock,seen_entity,H06_12,gradient_boosting,3,5415.443385712702,41.644298849116,9568.80161499663,0.23031082834852207,0.2206376139231688,14493.13485610145,0.0,0.7661937000011676,0.4433000000062748,87981,3945.486667500001,-37.25666418597018,56.35409314593641,3316.268148763079,REJECTED_INSUFFICIENT_IMPROVEMENT
nrel_comstock,seen_entity,H06_12,lightgbm,3,6355.609690413417,53.24648602868927,11920.881238192478,0.2702947160930145,0.26245493652748336,20040.646655855802,0.0,0.8179244000002655,1.1300508333382215,197987,3945.486667500001,-61.08557007089204,488.2279706969905,4743.837427406724,REJECTED_INSUFFICIENT_IMPROVEMENT
nrel_comstock,seen_entity,H06_12,nbeats,3,,0.0,,,,,1.0,0.0,0.0,0,3945.486667500001,,,,DISQUALIFIED_HIGH_FAILURE_RATE
nrel_comstock,seen_entity,H06_12,ridge,3,6727.154358719612,9.094947017729282e-13,11202.78377583436,0.28609596342058025,0.2870629258672374,16390.912948337125,0.0,0.1821166000008816,0.569586666658021,8186,3945.486667500001,-70.50252416597755,1574.0457400177713,4150.489820444161,REJECTED_INSUFFICIENT_IMPROVEMENT
nrel_comstock,unseen_entity,H06_12,catboost,3,18745.781012296018,609.0023145287531,27641.65200987697,0.4983144721186487,0.5068245939210114,45607.78454878008,0.0,0.4817414999997709,3.0555277778855983,105080,11486.305733333333,-63.20113226566521,,,REJECTED_INSUFFICIENT_IMPROVEMENT
nrel_comstock,unseen_entity,H06_12,deepar,3,,0.0,,,,,1.0,0.0,0.0,0,11486.305733333333,,,,DISQUALIFIED_HIGH_FAILURE_RATE
nrel_comstock,unseen_entity,H06_12,deterministic_baseline,1,11486.305733333333,0.0,16768.48580964425,0.3053376316700259,0.27426047201922615,28530.0311,0.0,0.0,0.342849999772928,0,11486.305733333333,,,,BASELINE
nrel_comstock,unseen_entity,H06_12,gradient_boosting,3,12823.257691720091,8.04845640605859,17391.435214727728,0.34087749575755005,0.35833102763524266,26031.322567848565,0.0,0.8885499000007258,2.465305555637719,75869,11486.305733333333,-11.63952962271338,,,REJECTED_INSUFFICIENT_IMPROVEMENT
nrel_comstock,unseen_entity,H06_12,lightgbm,3,24336.275686884608,1746.8669503240058,32465.967035763977,0.6469252128939948,0.7948952973898825,52580.93112021794,0.0,0.11890279999897757,7.104294444414134,21264,11486.305733333333,-111.87208709115744,,,REJECTED_INSUFFICIENT_IMPROVEMENT
nrel_comstock,unseen_entity,H06_12,nbeats,3,,0.0,,,,,1.0,0.0,0.0,0,11486.305733333333,,,,DISQUALIFIED_HIGH_FAILURE_RATE
nrel_comstock,unseen_entity,H06_12,ridge,3,9907.524635709611,0.0,14948.677543529006,0.26336928323273107,0.22493938166192287,23644.26946191396,0.0,0.18373659999997471,4.057377777826333,8186,11486.305733333333,13.744898788842864,,,NOT_PROMOTED
