dataset_source,track,reporting_phase,model_key,seed_count,MAE_median,MAE_std,RMSE_median,WMAPE_median,sMAPE_median,p90_error_median,failure_rate,training_duration,inference_latency,artifact_size,baseline_MAE,relative_mae_improvement_vs_baseline,paired_ci_lower,paired_ci_upper,promotion_status
london_smartmeter,seen_entity,H03_05,ridge,3,62.616758496662,7.105427357601002e-15,82.08596294583144,0.1832514365591898,0.24436648630523003,120.79056840429502,0.0,3.5952086000006602,0.006153565741503537,8186,67.57670786516853,7.339732172811374,-17.339648132688,5.524136799675997,REJECTED_NOT_STATISTICALLY_SIGNIFICANT
london_smartmeter,seen_entity,H06_12,catboost,3,39.18732786538232,0.29035473338775053,74.97680945572317,0.11467652823809246,0.12114798737627026,91.37948082286131,0.0,10.060105899998234,0.009946490847099292,70944,71.33266363636365,45.063977892162185,-36.83700743855549,-27.61448903092166,NOT_PROMOTED
london_smartmeter,seen_entity,H06_12,deepar,3,53.55289586592009,2.759159174924755,98.95741891478043,0.15671546159249444,0.15442847231069923,129.26497131347668,0.0,228.50764280000112,2.292290536206555,10962157,71.33266363636365,24.92514209350212,-22.39637452811877,-12.77526339476094,NOT_PROMOTED
london_smartmeter,seen_entity,H06_12,deterministic_baseline,1,71.33266363636365,0.0,135.96518432223854,0.20874559867655826,0.21347447600463978,173.3876000000001,0.0,0.0,0.1087231060554669,0,71.33266363636365,,,,BASELINE
london_smartmeter,seen_entity,H06_12,gradient_boosting,3,39.8524402443468,4.1023203976182695e-15,74.37102391682504,0.11662289158212653,0.1285767779034281,91.79013278317493,0.0,4954.925344300001,0.012602659665461419,162317,71.33266363636365,44.13156860718853,-35.59673865688606,-27.514920202491528,NOT_PROMOTED
london_smartmeter,seen_entity,H06_12,lightgbm,3,38.02220645348585,0.133621276270473,72.8671178882997,0.11126695463942451,0.11385321615897956,85.08731902281423,0.0,13.123076900001251,0.013516798926127825,1308080,71.33266363636365,46.69734100031131,-37.76018547554596,-29.37776208207039,NOT_PROMOTED
london_smartmeter,seen_entity,H06_12,nbeats,3,46.960558905562486,1.8246238937548385,87.426749558511,0.13742386002715012,0.14277515221502343,111.76419423828132,0.0,434.4076944999997,2.258321640426226,10982391,71.33266363636365,34.16682272660411,-27.771304683805372,-21.212586964554298,NOT_PROMOTED
london_smartmeter,seen_entity,H06_12,ridge,3,59.55515965688333,7.105427357601002e-15,83.3204797465818,0.174280292128565,0.20640822828418087,106.99117644980774,0.0,3.5952086000006602,0.006153565741503537,8186,71.33266363636365,16.510674604160485,-17.25176196614802,-6.678700395959273,NOT_PROMOTED
london_smartmeter,seen_entity,H13_PLUS,catboost,3,41.97336933646297,0.20691540984228599,87.92558075492197,0.1273639041040219,0.14076683570253673,94.10119737922018,0.0,10.060105899998234,0.009946490847099296,70944,67.14459953004364,37.488093412960005,-27.366248978505283,-23.01973676401444,NOT_PROMOTED
london_smartmeter,seen_entity,H13_PLUS,deepar,3,57.58032343724798,1.8207584066654803,114.62021899189561,0.17472161297685837,0.17637638408380266,134.32498120117188,0.0,228.50764280000112,2.292290536206555,10962157,67.14459953004364,14.244296875307368,-12.366189980848223,-6.896132441626818,NOT_PROMOTED
london_smartmeter,seen_entity,H13_PLUS,deterministic_baseline,1,67.14459953004364,0.0,128.43904108492822,0.2037434323438586,0.20734559686375043,156.45250000000013,0.0,0.0,0.09630079725117627,0,67.14459953004364,,,,BASELINE
london_smartmeter,seen_entity,H13_PLUS,gradient_boosting,3,44.42008116824847,1.0048591735576161e-14,89.35173824263484,0.1347882013677394,0.15452490374248842,96.48026817658736,0.0,4954.925344300001,0.012602659665461417,162317,67.14459953004364,33.84414907654211,-24.759951264182863,-20.80240688540774,NOT_PROMOTED
london_smartmeter,seen_entity,H13_PLUS,lightgbm,3,40.366928613521125,0.03410269914333882,88.64482904063114,0.12248932373508738,0.13015083057881263,90.5914441800443,0.0,13.123076900001251,0.013516798926127825,1308080,67.14459953004364,39.8806026157635,-28.954774814393247,-24.619915838503267,NOT_PROMOTED
london_smartmeter,seen_entity,H13_PLUS,nbeats,3,51.64121759189387,0.18928359567004505,100.50701996492356,0.156700002624644,0.16476877902742876,116.86314294433598,0.0,434.4076944999997,2.258321640426226,10982391,67.14459953004364,23.089544128136215,-17.223111469090064,-13.669019173206177,NOT_PROMOTED
